1	0	0
1	0.44	0
1	1.33	1.11
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0.4	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0.16	0
1	0	0
1	0	0
1	1.03	0
1	0.3	0.76
1	0	0
1	0.23	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0.41
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0.91	0
1	0	0.48
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	3.33
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0.87
1	1.33	0
1	0	1.34
1	0	0
1	0.38	0
1	0	0
1	0	0.36
1	0.08	0.65
1	0	0
1	0	0
1	0	0.27
1	0	0
1	0	0
1	0.23	0
1	0	0.41
1	0	0
1	0	0
1	0	0
1	0.32	0
1	0	0
1	1.07	0
1	0	0
1	0	0
1	0	2.22
1	0	0
1	0.48	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0.33	0
1	0	0
1	0	0
1	0.65	0
1	0.02	0.45
1	0	0
1	1.81	0
1	0	1.47
1	1.88	0
1	0.14	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0.2
1	0	0
1	0	0
1	0	1.92
1	0	0
1	1.21	0
1	0	0
1	0	0
1	0	1.06
1	0	0
1	0	1.61
1	0.23	0.23
1	0.14	0
1	0	0.67
1	0	0
1	0.45	0
1	0	0.19
1	1.25	0
1	0	1.04
1	0	0
1	0.44	0.44
1	0	0
1	0	0
1	0.88	0
1	0	0
1	0	0
1	0	0
1	1.57	0
1	0.44	0
1	0	1.12
1	0	0
1	1.3	0
1	0	0
1	0	1.27
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	1.36	0
1	0.49	0
1	0	0
1	0	0.29
1	0	0
1	0	0.26
1	0	0
1	0	0
1	0	0.99
1	1.26	0
1	1.26	0
1	0	0.3
1	0.93	0
1	1.41	0
1	0	0.94
1	0	0
1	0.88	0.88
1	0	0
1	0	0
1	0	0
1	0	1.23
1	0	0
1	0	0.44
1	2.32	0
1	0.19	0
1	0	0
1	0	0.17
1	0	0
1	0	0
1	0	0
1	1.02	0
1	0.26	0
1	0.86	0
1	0	0
1	0	0.16
1	0	0
1	0	0
